,Unnamed: 0,prompt,completion
1522,1522,Customer: I am waiting for a compensation of $1200, track refund
1523,1523,Customer: I do not know how I can change to the standard account, switch account
1524,1524,Customer: i want assistnce talking with customer service, contact customer service
1525,1525,Customer: I don't know how to locate the invoice #85632, check invoice
1526,1526,Customer: wanna check ur reimbursement policy can i get some help, check refund policy
1527,1527,Customer: could you help me to check how soon can I expect my package?, delivery period
1528,1528,Customer: is it possible to recover my user pin, recover password
1529,1529,Customer: i have to see what payment options are available, check payment methods
1530,1530,Customer: i expect a restitution of $350, track refund
1531,1531,Customer: I do not know how to report a problem with registrations, registration problems
1532,1532,Customer: modify purchase 00123842, change order
1533,1533,Customer: i expect a restitution of 160 dollars, track refund
1534,1534,Customer: checking status of order, track order
1535,1535,Customer: i dont have a damn user account help me to create one, create account
1536,1536,Customer: i dont know how i can earn several of ur item, place order
1537,1537,Customer: modifying Freemium account, edit account
1538,1538,Customer: i dont know what to do to see the early termination fee, check cancellation fee
1539,1539,Customer: I am waiting for a restitution of 160 dollars, track refund
1540,1540,Customer: i dont know how i can report errors with a registration, registration problems
1541,1541,Customer: how can i get information about lost key, recover password
1542,1542,Customer: I'm waiting for a restitution of $299 was it processed, track refund
1543,1543,Customer: where can I change my address?, change shipping address
1544,1544,Customer: I need assistance seeing your available payment modalities, check payment methods
1545,1545,Customer: where to create a pro account?, create account
1546,1546,Customer: acn uhelp me to download my bill from Anna Freeman, get invoice
1547,1547,Customer: I don't know how to see the early exit charge, check cancellation fee
1548,1548,Customer: there is an issue trying to change my address, change shipping address
1549,1549,Customer: can you help me see trhe payment methods?, check payment methods
1550,1550,Customer: can you help me shopping some of your item?, place order
1551,1551,Customer: i want assikstance to talk with an agent, contact human agent
1552,1552,Customer: i want assistance to solve troubles with online payments, payment issue
1553,1553,Customer: tracking order 370795561790, track order
1554,1554,Customer: would it be possible to locate purchase113542617735902?, track order
1555,1555,Customer: edit info o freemium account, edit account
1556,1556,Customer: I do notknow how to get my invoice from Ms. Hawkings, get invoice
1557,1557,Customer: want help submitting my secondary delivery address, set up shipping address
1558,1558,Customer: what do I have to do to report a signup error?, registration problems
1559,1559,Customer: problems with opening a Premium account, create account
1560,1560,Customer: open a gold account for my fiancee, create account
1561,1561,"Customer: I am waiting for a refund of 350 dollars, was it processed", track refund
1562,1562,"Customer: I need to check when will my article arrive, how do I do it?", delivery period
1563,1563,Customer: I try to inform of a sign-up error, registration problems
1564,1564,Customer: how to swap an fucking product of purchase 00004587345, change order
1565,1565,Customer: what do i have to do to closd the premium account, delete account
1566,1566,Customer: want assistance canceling my subscription to your newsletter, newsletter subscription
1567,1567,Customer: problems with canceling purchase 370795561790, cancel order
1568,1568,Customer: i have to see oredr 00123842 status i need help, track order
1569,1569,Customer: I don't know what I have to do to download the bill #37777, get invoice
1570,1570,Customer: hcanging details on Gold account, edit account
1571,1571,Customer: i dont know what i have to do to check the termination fee, check cancellation fee
1572,1572,"Customer: I need to check how soon can I expect the product, help me", delivery period
1573,1573,Customer: show me at what time I can call customer assistance, contact customer service
1574,1574,Customer: I don't know what to do to cancel my Pro account, delete account
1575,1575,Customer: how do I file a customer claim against your organization?, complaint
1576,1576,Customer: how can I filea claim?, complaint
1577,1577,Customer: i need assistance seeong the ETA of order 00004587345, track order
1578,1578,Customer: how can I check the early termination penalty?, check cancellation fee
1579,1579,Customer: i have to notify of a problem with payments, payment issue
1580,1580,Customer: check in what cases can I request a refund, check refund policy
1581,1581,Customer: I need help to make a claim, complaint
1582,1582,Customer: getting invoice from Mr. Jones, get invoice
1583,1583,"Customer: I have to get the bills from Ms. Hawkings, help me", get invoice
1584,1584,Customer: I'm waiting for a fucking rebate of $299, track refund
1585,1585,Customer: I am waiting for a rebate of $299, track refund
1586,1586,Customer: check invoice, check invoice
1587,1587,Customer: reimbursing 1200 dollars, get refund
1588,1588,Customer: switching to free account, switch account
1589,1589,Customer: how do i check when my shipment is gonna arrive, delivery period
1590,1590,Customer: get invoices from last purchase, get invoice
1591,1591,Customer: I want to know about the delivery poeriod, delivery period
1592,1592,Customer: help me to submit some feedback for your products, review
1593,1593,Customer: checking termination penalties, check cancellation fee
1594,1594,Customer: I try to subscribe to the newsletter, newsletter subscription
1595,1595,Customer: buying item, place order
1596,1596,Customer: rebating $160, get refund
1597,1597,Customer: I need to check the shipping methods, delivery options
1598,1598,Customer: help me to cancel my subscription to your company newsletter, newsletter subscription
1599,1599,Customer: where could i restore the password of my account, recover password
1600,1600,Customer: get invoice from Anna Freeman, get invoice
1601,1601,Customer: do udeliver to Japan, delivery options
1602,1602,Customer: I need to set another delivery address up, set up shipping address
1603,1603,Customer: help to switch some items of purchase 00123842, change order
1604,1604,Customer: want help to look for my invoice #37777, check invoice
1605,1605,Customer: I want help reporting signup problems, registration problems
1606,1606,Customer: i cannot report an issue with registrations, registration problems
1607,1607,Customer: I'm waiting for a rebate of $160, track refund
1608,1608,Customer: want help to find my bill frm Mr. Jones, check invoice
1609,1609,Customer: need support with my sign-up, registration problems
1610,1610,Customer: help me see the status of order 732201349959, track order
1611,1611,Customer: I call to make a reclamation against your company, complaint
1612,1612,Customer: i cant create a user can uhelp me to report sign-uup issues, registration problems
1613,1613,Customer: assistance with canceling purchase 113542617735902, cancel order
1614,1614,Customer: want help making a customer claim against ur organization, complaint
1615,1615,Customer: I don't know how I can see how soon can I expect my shipment, delivery period
1616,1616,Customer: I don't know what I have to do to get the invoice #85632, get invoice
1617,1617,Customer: i dont know how to report an issue with sign-up, registration problems
1618,1618,Customer: register, create account
1619,1619,Customer: assistance contacting somebody, contact human agent
1620,1620,Customer: I missed a product in order 370795561790, change order
1621,1621,Customer: I'm waiting for a refund of $299, track refund
1622,1622,Customer: help to retrieve my PIN code, recover password
1623,1623,Customer: how do i request rebates of money, get refund
1624,1624,Customer: is it possible to chat with an assistant?, contact human agent
1625,1625,Customer: change data on standard account, edit account
1626,1626,Customer: reporting issues with payment, payment issue
1627,1627,Customer: I'm waiting for a reimbursement of 1499 dollars, track refund
1628,1628,Customer: how do i ask for restitutions of my money, get refund
1629,1629,Customer: need help to leave an opinion for your services, review
1630,1630,Customer: need assistance to unsubscribe to your corporate newsletter, newsletter subscription
1631,1631,Customer: where do I see your damn available payment modalities ?, check payment methods
1632,1632,Customer: need to file a customer claim against ur company, complaint
1633,1633,Customer: can you help me enter a new shipping address?, set up shipping address
1634,1634,Customer: i expect a refund of 1200 dollars, track refund
1635,1635,Customer: I have an issue with the sign-up, registration problems
1636,1636,Customer: help me checking the early exit fees, check cancellation fee
1637,1637,Customer: I have got to change to the Pro account, switch account
1638,1638,Customer: I want to see your money back policy, check refund policy
1639,1639,Customer: what is the  cancellation penalty, check cancellation fee
1640,1640,Customer: could ya help me tgo check the invoice from Anna Freeman, check invoice
1641,1641,Customer: how to restore my user profile password?, recover password
1642,1642,"Customer: I want to track my last delivery, how do I do it?", track order
1643,1643,Customer: assistance submitting a new delivery address, set up shipping address
1644,1644,Customer: can uhelp me give a quick look at the bill #12588, check invoice
1645,1645,"Customer: I have to see how long the shipping takes, how do I do it?", delivery period
1646,1646,Customer: edit data on freemium account, edit account
1647,1647,Customer: modifying details on free account, edit account
1648,1648,Customer: I have to add an article to order 00004587345, change order
1649,1649,"Customer: I do not use myFreemium account, want assistance closing it", delete account
1650,1650,Customer: problem with lost PIN code, recover password
1651,1651,Customer: i need assistance solving an error with payments, payment issue
1652,1652,Customer: have a problem with cancelling purchase 732201349959, cancel order
1653,1653,Customer: checking order 732201349959 status, track order
1654,1654,Customer: how can i inform of problems with online payment, payment issue
1655,1655,Customer: checking invoices from last month, check invoice
1656,1656,Customer: how could i enter my secondary shipping address, set up shipping address
1657,1657,Customer: how could i purchase several of ur product, place order
1658,1658,Customer: i cannot open an account where to report a signup problem, registration problems
1659,1659,Customer: create new free account, create account
1660,1660,Customer: check invoice #85632, check invoice
1661,1661,Customer: I am trying to get in touch with customer service, contact customer service
1662,1662,"Customer: I need to see what shipment methods are available, help me", delivery options
1663,1663,Customer: where to report an registration problem, registration problems
1664,1664,Customer: i have a question about canceling order 00004587345, cancel order
1665,1665,Customer: updating Freemium acount, edit account
1666,1666,Customer: i do not know how i could cancel order 00123842, cancel order
1667,1667,Customer: i want help reporting problems with a registration, registration problems
1668,1668,Customer: i have to ccheck in which cases can i request refunds, check refund policy
1669,1669,Customer: wanna edit purchase 370795561790, change order
1670,1670,Customer: I want assisrance to check how soon can I expect my package, delivery period
1671,1671,Customer: how to notify of signup issues, registration problems
1672,1672,Customer: I have submitted a wrong delivery address, change shipping address
1673,1673,Customer: rebate $1499, get refund
1674,1674,Customer: I don't know how I acn look for my invoice #85632, check invoice
1675,1675,Customer: assistance to cancel order 00123842, cancel order
1676,1676,Customer: I don't know how I can see the ETA of order 00123842, track order
1677,1677,Customer: modify data on freemium account, edit account
1678,1678,Customer: I try to change something of purchase 370795561790, change order
1679,1679,"Customer: I cannot open a user, how could I report sign-up errors?", registration problems
1680,1680,Customer: company newsletter subscription, newsletter subscription
1681,1681,Customer: i dont know what to do to see ur money back guarantee, check refund policy
1682,1682,Customer: can you help me chat with a live agent?, contact human agent
1683,1683,"Customer: I missed some items in purchase 00123842, can I add them?", change order
1684,1684,Customer: get refund of money, get refund
1685,1685,"Customer: you are not helpful, I want help to speak to an operator", contact human agent
1686,1686,Customer: I don't know what to do to retrieve the PIN of my profile, recover password
1687,1687,Customer: I want help to delete my Pro account, delete account
1688,1688,Customer: I want assistance chdcking invoice #00108, check invoice
1689,1689,Customer: I want help to get my invoices from Ms. Hawkings, get invoice
1690,1690,Customer: could I see at what time I can call customer assistance?, contact customer service
1691,1691,Customer: is it posible to place an order from Detroit, delivery options
1692,1692,Customer: help me to updste my shipping address, change shipping address
1693,1693,Customer: subscribe to ut company newsletter, newsletter subscription
1694,1694,Customer: help me speaking to customer service, contact customer service
1695,1695,Customer: modifying details on Gold account, edit account
1696,1696,Customer: can you help me to notify of an error with sign-up?, registration problems
1697,1697,Customer: how to check the ETA of the purchase 00123842?, track order
1698,1698,Customer: want assistance listing the accepted payment options, check payment methods
1699,1699,Customer: i nede help to add some items to order 370795561790, change order
1700,1700,Customer: I want support editing the shipping address, change shipping address
1701,1701,Customer: assistance to check in what situations can I request refunds, check refund policy
1702,1702,"Customer: my card was declined, how to report issues with payment?", payment issue
1703,1703,Customer: what do I need to do to use the free profile?, switch account
1704,1704,Customer: do you deliver to Liverpool?, delivery options
1705,1705,Customer: I expect a restitution of 350 dollars, track refund
1706,1706,Customer: is their a section to send feedback for ur company, review
1707,1707,Customer: I have errors setting a secondary delivery address up, set up shipping address
1708,1708,Customer: want help to receive fucking rebates of money, get refund
1709,1709,Customer: how to see your payment methods?, check payment methods
1710,1710,Customer: I need help canceling purchase 732201349959, cancel order
1711,1711,Customer: when am I receiving my compensation?, get refund
1712,1712,Customer: checking status of order 370795561790, track order
1713,1713,Customer: make customer claim against ur business, complaint
1714,1714,Customer: I cannot see order 00123842 current status, track order
1715,1715,Customer: I don't know how I can get bill #00108, get invoice
1716,1716,Customer: i dont know what i need to do to make a customer reclamation, complaint
1717,1717,Customer: i want help to see ur available payment modalities, check payment methods
1718,1718,Customer: I do not know how to demand compensations of my money, get refund
1719,1719,Customer: want help to write a review about ur products, review
1720,1720,Customer: can ya help me to list ur allowed payment modalities, check payment methods
1721,1721,Customer: modify order 00123842, change order
1722,1722,"Customer: I have bought some articles, cancel order 370795561790", cancel order
1723,1723,Customer: I am looking for information about shipping period, delivery period
1724,1724,Customer: i dont know what to  do to recover my account pin code, recover password
1725,1725,Customer: I'd like to change  to the pro account i need assistance, switch account
1726,1726,Customer: I do not know how to delete the bloody free account, delete account
1727,1727,Customer: I want assistance locating purchase 370795561790, track order
1728,1728,Customer: can you help me canceling purchase 00004587345?, cancel order
1729,1729,"Customer: I want to obtain a restitution of my money, I need help", get refund
1730,1730,Customer: I want to buy several of your product, place order
1731,1731,"Customer: I expect a compensation of $299, was it processed already", track refund
1732,1732,Customer: wanna recover my pwd, recover password
1733,1733,Customer: do you ship to Mexico?, delivery options
1734,1734,Customer: see bill from Mr. Smith, check invoice
1735,1735,Customer: i expect a refund of 160 dollars, track refund
1736,1736,Customer: i paid $1499 for this item help getting a compensation, get refund
1737,1737,Customer: get invoices from ten months ago, get invoice
1738,1738,Customer: assistance recovering my user password, recover password
1739,1739,"Customer: I expect a reimbursement of $1499, has it been processed?", track refund
1740,1740,Customer: need help to see if there are any news on my rebate, track refund
1741,1741,Customer: writing comment for ur products, review
1742,1742,Customer: assistance to add some items to purchase 113542617735902, change order
1743,1743,Customer: removing freemium account, delete account
1744,1744,Customer: see at what time i can reach customer assistance, contact customer service
1745,1745,Customer: is it possible to order from Valencia?, delivery options
1746,1746,Customer: edit information on Premium account, edit account
1747,1747,Customer: check invoices from Anna Freeman, check invoice
1748,1748,Customer: I'd like to leave a comment about a product how can i do it, review
1749,1749,Customer: doyou deliver to Hungary?, delivery options
1750,1750,Customer: I have to receive refunds, get refund
1751,1751,Customer: deleting Freemium account, delete account
1752,1752,Customer: can you help me to add something to purchase 370795561790?, change order
1753,1753,Customer: using Platinum account, switch account
1754,1754,"Customer: I want to receive a refund of my money, can you help me?", get refund
1755,1755,Customer: can you show me the status of m newsletter subscription?, newsletter subscription
1756,1756,Customer: is it possible to place an order from Seattle?, delivery options
1757,1757,Customer: i do not know  what i need to do to send some damn feedback, review
1758,1758,Customer: i need assistance setting the delivery address up, set up shipping address
1759,1759,Customer: help me to see at what time i can reach customer service, contact customer service
1760,1760,Customer: can I check the withdrawal fee?, check cancellation fee
1761,1761,Customer: I need help to leave my feedback for a product, review
1762,1762,Customer: see purchase 732201349959 status, track order
1763,1763,Customer: help unsubscribing to the corporate newsletter, newsletter subscription
1764,1764,Customer: getting invoice from 8 months ago, get invoice
1765,1765,Customer: help notifying of a payment error, payment issue
1766,1766,Customer: get bills from Mr. Jones, get invoice
1767,1767,Customer: I am waiting for a rebate of $160, track refund
1768,1768,Customer: editing pro account, edit account
1769,1769,Customer: how to chat with somebody?, contact human agent
1770,1770,Customer: is it possible to use the free profile?, switch account
1771,1771,Customer: how do i modif the shipping address, change shipping address
1772,1772,Customer: I am trying to see the early termination penalty, check cancellation fee
1773,1773,Customer: canceling purchase 00004587345, cancel order
1774,1774,Customer: I have problems setting up another delivery address, set up shipping address
1775,1775,Customer: I try to check how long the shiping takes, delivery period
1776,1776,Customer: how do i list the pament modalities, check payment methods
1777,1777,Customer: need help to purchase some articles, place order
1778,1778,Customer: have a question about the cancellation of my free account, delete account
1779,1779,Customer: edit data on Platinum account, edit account
1780,1780,"Customer: I would like to see the shipping methods, can you help me?", delivery options
1781,1781,Customer: I would like to get refunds of money, get refund
1782,1782,Customer: is it possible to notify of an error with signup, registration problems
1783,1783,Customer: what do i have to do to delete the Platinum account, delete account
1784,1784,Customer: question about cancelling purchase 732201349959, cancel order
1785,1785,Customer: can i place an order from Hungary, delivery options
1786,1786,Customer: can you help me restore my account pwd?, recover password
1787,1787,Customer: i try to lodge a claim, complaint
1788,1788,Customer: I cannot switch some products of purchase 00004587345, change order
1789,1789,Customer: help to locate bill #85632, check invoice
1790,1790,Customer: do you ship to Philadelphia?, delivery options
1791,1791,Customer: I am  waiting for a reimbursement of 1499 dollars, track refund
1792,1792,Customer: i have a trouble submitting my new shipping address, set up shipping address
1793,1793,Customer: need assistance writing a review for your products, review
1794,1794,Customer: help me to retrieve my account access key, recover password
1795,1795,Customer: wanna see what hours customer support available is help me, contact customer service
1796,1796,Customer: I have got to cancel purchase 113542617735902, cancel order
1797,1797,Customer: how can i get information about a Platinum account removal, delete account
1798,1798,Customer: helpo to look for the bill from Ms. Hawkings, check invoice
1799,1799,Customer: assistance seeing the accepted payment options, check payment methods
1800,1800,Customer: need to check the termination fee, check cancellation fee
1801,1801,"Customer: I want a freemium account for my fiance, how can I open it?", create account
1802,1802,Customer: I have got to file a customer complaint, complaint
1803,1803,Customer: I need assistance to leave a review for your products, review
1804,1804,Customer: how do i see the  damn withdrawal fees, check cancellation fee
1805,1805,Customer: help me seeing how soon can i expect myh purchase, delivery period
1806,1806,Customer: I need help to leave some feedback for a product, review
1807,1807,Customer: need help lodging a reclamation against ur organization, complaint
1808,1808,Customer: I'm trying to talk with an operator, contact human agent
1809,1809,Customer: I want assistance seeing what delivery methods you offer, delivery options
1810,1810,Customer: need help to report an trouble with payments, payment issue
1811,1811,Customer: I expect a rebate of $299, track refund
1812,1812,Customer: how can i get information about changing the address, change shipping address
1813,1813,Customer: help me to check how long it takes for my item to arrive, delivery period
1814,1814,Customer: i want assistance informing of an issue with payments, payment issue
1815,1815,Customer: I do not know what I need to do to check the bill #37777, check invoice
1816,1816,Customer: I am trying to find shipping periods, delivery period
1817,1817,Customer: where do I download bill #85632?, get invoice
1818,1818,Customer: correct information on Gold account, edit account
1819,1819,Customer: I can't inform of problems with registrations, registration problems
1820,1820,Customer: use Premium account, switch account
1821,1821,Customer: i expect a restituton of 1200 dollars, track refund
1822,1822,Customer: I want to inform oof a problem with a sign-up, registration problems
1823,1823,Customer: errors setting up the delivery address, set up shipping address
1824,1824,Customer: can you show me in which cases can I ask to be reimbursed?, check refund policy
1825,1825,Customer: I don't know what I have to do to earn a few of your item, place order
1826,1826,Customer: I chose a wrong delivery address, change shipping address
1827,1827,Customer: I try to notify of fucking errors with online payment, payment issue
1828,1828,Customer: i need assistance to notify of an issue with online payment, payment issue
1829,1829,Customer: I don't know what to do to correct the delivery address, change shipping address
1830,1830,Customer: i want assistance giving a quick look at invoice #85632, check invoice
1831,1831,Customer: how can I get information about a standard account removal?, delete account
1832,1832,Customer: I need information about platinum account deletions, delete account
1833,1833,Customer: I expect a reimbursement of 160 dollars, track refund
1834,1834,Customer: need help demanding reimbursements, get refund
1835,1835,Customer: contact agent, contact human agent
1836,1836,Customer: how could I check your payment options?, check payment methods
1837,1837,Customer: add item to order 732201349959, change order
1838,1838,Customer: I need to lodge a customer reclamation against your company, complaint
1839,1839,Customer: help me see in what cases can i ask to be refunded, check refund policy
1840,1840,Customer: i have got to see the early exit penalty how to do it, check cancellation fee
1841,1841,Customer: do udeliver to Dublin, delivery options
1842,1842,Customer: I try to send some feedback for a service, review
1843,1843,Customer: help regarding payment, payment issue
1844,1844,"Customer: I forgot my account password, could you help me restore it?", recover password
1845,1845,Customer: I do not know what I need to do to speak with a live agent, contact human agent
1846,1846,"Customer: I want to contact customer support, will you help me?", contact customer service
1847,1847,Customer: under what circumstances can I ask for a damn reimbursement?, check refund policy
1848,1848,Customer: I do not know how I can check the withdrawal fee, check cancellation fee
1849,1849,Customer: I want help seeing your payment methods, check payment methods
1850,1850,Customer: do you deliver to Dublin?, delivery options
1851,1851,Customer: what is the delivery period for my parcel, delivery period
1852,1852,Customer: is it possible to submit feedback for your services?, review
1853,1853,Customer: how do I check the earl exit fees?, check cancellation fee
1854,1854,Customer: I need help to restore my profile password, recover password
1855,1855,Customer: i want assistance acquirin a few of ur item, place order
1856,1856,Customer: ya have a method to leave some feedback for ur services, review
1857,1857,Customer: can I get my invoice from Mr. Smith?, get invoice
1858,1858,Customer: help me check the withdrawal charge, check cancellation fee
1859,1859,Customer: I want assistance to open a Premiumaccount for my daughter, create account
1860,1860,Customer: can you give me information about my PIN code reset?, recover password
1861,1861,"Customer: I want to see the early termination charges, how to do it?", check cancellation fee
1862,1862,Customer: I'd like to report errors with registrations help me, registration problems
1863,1863,Customer: change info on  Premium account, edit account
1864,1864,Customer: I can't switch some products of purchase 00004587345, change order
1865,1865,Customer: edit data on  Freemium account, edit account
1866,1866,Customer: I don't know what I have to do to delete the premium account, delete account
1867,1867,Customer: in which cases can i request a reimbursement, check refund policy
1868,1868,Customer: I would like to see what hours I can reach customer support, contact customer service
1869,1869,Customer: I try to  list the payment modalities, check payment methods
1870,1870,Customer: I need help listing the bloody payment options, check payment methods
1871,1871,Customer: i call to send some feedback for ur services, review
1872,1872,Customer: want assistance purchasing some articles, place order
1873,1873,Customer: I need help to locate the bills from Ms. Hawkings, check invoice
1874,1874,Customer: i need help talking with a human agent, contact human agent
1875,1875,Customer: help to notify of an payment error, payment issue
1876,1876,Customer: i do not know how to download my invoice #00108, get invoice
1877,1877,Customer: how can I get a reimbursement of money?, get refund
1878,1878,Customer: where to see order 370795561790 current status, track order
1879,1879,Customer: i have got to unsubscribe from ur company newsletter help me, newsletter subscription
1880,1880,Customer: can you help me to take a quick look at the bill #37777?, check invoice
1881,1881,Customer: where can I leave a review about a service?, review
1882,1882,Customer: how to change to the platinum cacount?, switch account
1883,1883,Customer: I needhelp seeing the termination charges, check cancellation fee
1884,1884,Customer: get invoice from 2 purchases ago, get invoice
1885,1885,Customer: i need help to notify of a sign-up error, registration problems
1886,1886,Customer: have a problem with a shipping address correction, change shipping address
1887,1887,Customer: I do not know how to sign up to the company newsletter, newsletter subscription
1888,1888,Customer: can i open a gold account, create account
1889,1889,Customer: is it possible to get the invoice #85632, get invoice
1890,1890,Customer: customer support mail, contact customer service
1891,1891,Customer: I have got to cancel purchase 732201349959, cancel order
1892,1892,Customer: I have to see how long the delivery takes, delivery period
1893,1893,Customer: I need assistance closing my Gold account, delete account
1894,1894,Customer: do udeliver to Toronto, delivery options
1895,1895,Customer: i dont know what to do to retrieve my profile pin, recover password
1896,1896,Customer: I want help to see how long the goddamn refunds take, check refund policy
1897,1897,Customer: help seeing in what situations can I request my money back, check refund policy
1898,1898,Customer: under which circumstances can I request my money back?, check refund policy
1899,1899,Customer: can you help me solving a payment error?, payment issue
1900,1900,Customer: show me the early exit fere, check cancellation fee
1901,1901,Customer: need help shopping a few of ur prodxuct, place order
1902,1902,Customer: how could I use the fucking Freemium profile?, switch account
1903,1903,Customer: where do I restore the pass of my profile?, recover password
1904,1904,Customer: need to unsubscribe from ur newsletter, newsletter subscription
1905,1905,Customer: need assistance to submit a different delivery addrses, set up shipping address
1906,1906,Customer: edit info o free account, edit account
1907,1907,Customer: I try to leave an opinion about a service, review
1908,1908,Customer: updating premium account, edit account
1909,1909,Customer: i need assistance to report problems with signup, registration problems
1910,1910,Customer: removing Platinum account, delete account
1911,1911,Customer: I need help to see the methods for delivery, delivery options
1912,1912,Customer: where do I list the allowed payment modalities?, check payment methods
1913,1913,Customer: i need help to shop some of ur product, place order
1914,1914,Customer: want assistance to report problems with signup, registration problems
1915,1915,Customer: I'm waiting for a refund of 350 dollars, track refund
1916,1916,Customer: create pro account, create account
1917,1917,Customer: I do not know how I can cancel purchase 732201349959, cancel order
1918,1918,Customer: i ordered some article how do i cancel purchase 00004587345, cancel order
1919,1919,Customer: I don't know how to write a review, review
1920,1920,Customer: can i place an order from Liverpool, delivery options
1921,1921,Customer: how to download my bills from Ms. Hawkings?, get invoice
1922,1922,Customer: removing premium account, delete account
1923,1923,Customer: new gold account for bride, create account
1924,1924,Customer: I want help seeing how long refunds usually take, check refund policy
1925,1925,Customer: I have to retrieve the pazssword of my user, recover password
1926,1926,Customer: show me how long it takes for the purchase to arrive, delivery period
1927,1927,Customer: what do I need to do to change to the free account?, switch account
1928,1928,Customer: help me seeing how soon can i expect the article, delivery period
1929,1929,Customer: I call to see how long the delivery takes, delivery period
1930,1930,Customer: where do i order several items, place order
1931,1931,Customer: I have an issue entering my delivery address, set up shipping address
1932,1932,Customer: issue submitting a shipping address, set up shipping address
1933,1933,Customer: assistancew buying several of your product, place order
1934,1934,Customer: are charges of services reimbursable?, check refund policy
1935,1935,Customer: how to restore my user PIN?, recover password
1936,1936,Customer: i want assistance using the freemium profile, switch account
1937,1937,Customer: I need assistance giving a quick look at bill #00108, check invoice
1938,1938,Customer: can you help me to locate the bill #00108?, check invoice
1939,1939,Customer: editing account, edit account
1940,1940,Customer: delete Freemium account, delete account
1941,1941,Customer: can I write a review for your services?, review
1942,1942,Customer: help seeing order 732201349959 status, track order
1943,1943,Customer: where is ordered 00004587345?, track order
