,prompt,completion
1456,"Please categorise the customer intent from the conversation below: 

###

Customer: need assistance seeing your allowed payment options
The intention is as follows:", check payment methods END
1457,"Please categorise the customer intent from the conversation below: 

###

Customer: check order 00123842 current status
The intention is as follows:", track order END
1458,"Please categorise the customer intent from the conversation below: 

###

Customer: creating new platinum account for wife
The intention is as follows:", create account END
1459,"Please categorise the customer intent from the conversation below: 

###

Customer: can I check the withdrawal penalty?
The intention is as follows:", check cancellation fee END
1460,"Please categorise the customer intent from the conversation below: 

###

Customer: I need assistance checking your money back policy
The intention is as follows:", check refund policy END
1461,"Please categorise the customer intent from the conversation below: 

###

Customer: i dont know what i need to do to see ur refund policy
The intention is as follows:", check refund policy END
1462,"Please categorise the customer intent from the conversation below: 

###

Customer: consumer complaint against ur organization
The intention is as follows:", complaint END
1463,"Please categorise the customer intent from the conversation below: 

###

Customer: how do I inform of problems with signup?
The intention is as follows:", registration problems END
1464,"Please categorise the customer intent from the conversation below: 

###

Customer: what do I need to do to notify of issues with signup?
The intention is as follows:", registration problems END
1465,"Please categorise the customer intent from the conversation below: 

###

Customer: where can I update the delivery address?
The intention is as follows:", change shipping address END
1466,"Please categorise the customer intent from the conversation below: 

###

Customer: I need assistance to download the bill #12588
The intention is as follows:", get invoice END
1467,"Please categorise the customer intent from the conversation below: 

###

Customer: wanmt help to check the ETA of order 732201349959
The intention is as follows:", track order END
1468,"Please categorise the customer intent from the conversation below: 

###

Customer: help checking in which cases can i ask to be refunded
The intention is as follows:", check refund policy END
1469,"Please categorise the customer intent from the conversation below: 

###

Customer: where could  i cancel purchase 370795561790
The intention is as follows:", cancel order END
1470,"Please categorise the customer intent from the conversation below: 

###

Customer: help me file a consumer complaint against yor company
The intention is as follows:", complaint END
1471,"Please categorise the customer intent from the conversation below: 

###

Customer: I need to modify the address, help me
The intention is as follows:", change shipping address END
1472,"Please categorise the customer intent from the conversation below: 

###

Customer: how do I enter my new shipping address?
The intention is as follows:", set up shipping address END
1473,"Please categorise the customer intent from the conversation below: 

###

Customer: I want to purchase some items, could I get some help?
The intention is as follows:", place order END
1474,"Please categorise the customer intent from the conversation below: 

###

Customer: i need help to list ur acceted payment modalities
The intention is as follows:", check payment methods END
1475,"Please categorise the customer intent from the conversation below: 

###

Customer: want assistance to see the cancellation fee
The intention is as follows:", check cancellation fee END
1476,"Please categorise the customer intent from the conversation below: 

###

Customer: i need help writing a review about ur services
The intention is as follows:", review END
1477,"Please categorise the customer intent from the conversation below: 

###

Customer: tracking purchase 00123842
The intention is as follows:", track order END
1478,"Please categorise the customer intent from the conversation below: 

###

Customer: delete Gold account
The intention is as follows:", delete account END
1479,"Please categorise the customer intent from the conversation below: 

###

Customer: can uhelp me request a compensation of my money
The intention is as follows:", get refund END
1480,"Please categorise the customer intent from the conversation below: 

###

Customer: ineed information about shipping periods how could i get it
The intention is as follows:", delivery period END
1481,"Please categorise the customer intent from the conversation below: 

###

Customer: I am trying to check in which cases can I ask for a refund
The intention is as follows:", check refund policy END
1482,"Please categorise the customer intent from the conversation below: 

###

Customer: correct information on free account
The intention is as follows:", edit account END
1483,"Please categorise the customer intent from the conversation below: 

###

Customer: I am experiencing errors registering, could you help me?
The intention is as follows:", registration problems END
1484,"Please categorise the customer intent from the conversation below: 

###

Customer: I want to see how long the shipping takes, help me
The intention is as follows:", delivery period END
1485,"Please categorise the customer intent from the conversation below: 

###

Customer: opening new premium account
The intention is as follows:", create account END
1486,"Please categorise the customer intent from the conversation below: 

###

Customer: i need assistance speakign to a human agent
The intention is as follows:", contact human agent END
1487,"Please categorise the customer intent from the conversation below: 

###

Customer: need assistance to notify of errors with payment
The intention is as follows:", payment issue END
1488,"Please categorise the customer intent from the conversation below: 

###

Customer: i need assistance to purchase some of ur item
The intention is as follows:", place order END
1489,"Please categorise the customer intent from the conversation below: 

###

Customer: can you help me to use the Pro profile?
The intention is as follows:", switch account END
1490,"Please categorise the customer intent from the conversation below: 

###

Customer: I try to submit my feedback about a product
The intention is as follows:", review END
1491,"Please categorise the customer intent from the conversation below: 

###

Customer: i need help to find the fucking bills from Ms. Hawkings
The intention is as follows:", check invoice END
1492,"Please categorise the customer intent from the conversation below: 

###

Customer: I expect a restitution of 299 dollars, was it processed
The intention is as follows:", track refund END
1493,"Please categorise the customer intent from the conversation below: 

###

Customer: i want assistance obtaining fucking restitutions of money
The intention is as follows:", get refund END
1494,"Please categorise the customer intent from the conversation below: 

###

Customer: I do not want purchase 732201349959
The intention is as follows:", cancel order END
1495,"Please categorise the customer intent from the conversation below: 

###

Customer: I have got to call customer service, how to do it?
The intention is as follows:", contact customer service END
1496,"Please categorise the customer intent from the conversation below: 

###

Customer: I'm waiting for a compesation of 1200 dollars
The intention is as follows:", track refund END
1497,"Please categorise the customer intent from the conversation below: 

###

Customer: what do I have to do to see the accepted payment options?
The intention is as follows:", check payment methods END
1498,"Please categorise the customer intent from the conversation below: 

###

Customer: i expect a refund of $1499
The intention is as follows:", track refund END
1499,"Please categorise the customer intent from the conversation below: 

###

Customer: I have a trouble submitting my new delivery address
The intention is as follows:", set up shipping address END
1500,"Please categorise the customer intent from the conversation below: 

###

Customer: can you help me finding bill #37777?
The intention is as follows:", check invoice END
1501,"Please categorise the customer intent from the conversation below: 

###

Customer: help to see the eta of order 732201349959
The intention is as follows:", track order END
1502,"Please categorise the customer intent from the conversation below: 

###

Customer: how can i enter another shipping address
The intention is as follows:", set up shipping address END
1503,"Please categorise the customer intent from the conversation below: 

###

Customer: I expect a restitution of 160 dollars
The intention is as follows:", track refund END
1504,"Please categorise the customer intent from the conversation below: 

###

Customer: I need help cancelling order 370795561790
The intention is as follows:", cancel order END
1505,"Please categorise the customer intent from the conversation below: 

###

Customer: could i deete several damn articles from order 00004587345
The intention is as follows:", change order END
1506,"Please categorise the customer intent from the conversation below: 

###

Customer: problems with standard account terminations
The intention is as follows:", delete account END
1507,"Please categorise the customer intent from the conversation below: 

###

Customer: editing data on free account
The intention is as follows:", edit account END
1508,"Please categorise the customer intent from the conversation below: 

###

Customer: I try to download my invoice from Anna Freeman
The intention is as follows:", get invoice END
1509,"Please categorise the customer intent from the conversation below: 

###

Customer: how can I check the withdrawal charges?
The intention is as follows:", check cancellation fee END
1510,"Please categorise the customer intent from the conversation below: 

###

Customer: i have to see the ETA of order 732201349959 i need help
The intention is as follows:", track order END
1511,"Please categorise the customer intent from the conversation below: 

###

Customer: I have got to talk to customer service, help me
The intention is as follows:", contact customer service END
1512,"Please categorise the customer intent from the conversation below: 

###

Customer: add something to order
The intention is as follows:", change order END
1513,"Please categorise the customer intent from the conversation below: 

###

Customer: would it be possible to remove my Gold account?
The intention is as follows:", delete account END
1514,"Please categorise the customer intent from the conversation below: 

###

Customer: opena gold account
The intention is as follows:", create account END
1515,"Please categorise the customer intent from the conversation below: 

###

Customer: how do I sign up to your corporate newsletter?
The intention is as follows:", newsletter subscription END
1516,"Please categorise the customer intent from the conversation below: 

###

Customer: correct information on Pro account
The intention is as follows:", edit account END
1517,"Please categorise the customer intent from the conversation below: 

###

Customer: assistance cancelling purchase 00123842
The intention is as follows:", cancel order END
1518,"Please categorise the customer intent from the conversation below: 

###

Customer: are there any early exit charges
The intention is as follows:", check cancellation fee END
1519,"Please categorise the customer intent from the conversation below: 

###

Customer: i want help to download th bills from Mr. Smith
The intention is as follows:", get invoice END
1520,"Please categorise the customer intent from the conversation below: 

###

Customer: need to hcange the information on my profile how to do it
The intention is as follows:", edit account END
1521,"Please categorise the customer intent from the conversation below: 

###

Customer: how can i get in touch with customer support
The intention is as follows:", contact customer service END
1522,"Please categorise the customer intent from the conversation below: 

###

Customer: I am waiting for a compensation of $1200
The intention is as follows:", track refund END
1523,"Please categorise the customer intent from the conversation below: 

###

Customer: I do not know how I can change to the standard account
The intention is as follows:", switch account END
1524,"Please categorise the customer intent from the conversation below: 

###

Customer: i want assistnce talking with customer service
The intention is as follows:", contact customer service END
1525,"Please categorise the customer intent from the conversation below: 

###

Customer: I don't know how to locate the invoice #85632
The intention is as follows:", check invoice END
1526,"Please categorise the customer intent from the conversation below: 

###

Customer: wanna check ur reimbursement policy can i get some help
The intention is as follows:", check refund policy END
1527,"Please categorise the customer intent from the conversation below: 

###

Customer: could you help me to check how soon can I expect my package?
The intention is as follows:", delivery period END
1528,"Please categorise the customer intent from the conversation below: 

###

Customer: is it possible to recover my user pin
The intention is as follows:", recover password END
1529,"Please categorise the customer intent from the conversation below: 

###

Customer: i have to see what payment options are available
The intention is as follows:", check payment methods END
1530,"Please categorise the customer intent from the conversation below: 

###

Customer: i expect a restitution of $350
The intention is as follows:", track refund END
1531,"Please categorise the customer intent from the conversation below: 

###

Customer: I do not know how to report a problem with registrations
The intention is as follows:", registration problems END
1532,"Please categorise the customer intent from the conversation below: 

###

Customer: modify purchase 00123842
The intention is as follows:", change order END
1533,"Please categorise the customer intent from the conversation below: 

###

Customer: i expect a restitution of 160 dollars
The intention is as follows:", track refund END
1534,"Please categorise the customer intent from the conversation below: 

###

Customer: checking status of order
The intention is as follows:", track order END
1535,"Please categorise the customer intent from the conversation below: 

###

Customer: i dont have a damn user account help me to create one
The intention is as follows:", create account END
1536,"Please categorise the customer intent from the conversation below: 

###

Customer: i dont know how i can earn several of ur item
The intention is as follows:", place order END
1537,"Please categorise the customer intent from the conversation below: 

###

Customer: modifying Freemium account
The intention is as follows:", edit account END
1538,"Please categorise the customer intent from the conversation below: 

###

Customer: i dont know what to do to see the early termination fee
The intention is as follows:", check cancellation fee END
1539,"Please categorise the customer intent from the conversation below: 

###

Customer: I am waiting for a restitution of 160 dollars
The intention is as follows:", track refund END
1540,"Please categorise the customer intent from the conversation below: 

###

Customer: i dont know how i can report errors with a registration
The intention is as follows:", registration problems END
1541,"Please categorise the customer intent from the conversation below: 

###

Customer: how can i get information about lost key
The intention is as follows:", recover password END
1542,"Please categorise the customer intent from the conversation below: 

###

Customer: I'm waiting for a restitution of $299 was it processed
The intention is as follows:", track refund END
1543,"Please categorise the customer intent from the conversation below: 

###

Customer: where can I change my address?
The intention is as follows:", change shipping address END
1544,"Please categorise the customer intent from the conversation below: 

###

Customer: I need assistance seeing your available payment modalities
The intention is as follows:", check payment methods END
1545,"Please categorise the customer intent from the conversation below: 

###

Customer: where to create a pro account?
The intention is as follows:", create account END
1546,"Please categorise the customer intent from the conversation below: 

###

Customer: acn uhelp me to download my bill from Anna Freeman
The intention is as follows:", get invoice END
1547,"Please categorise the customer intent from the conversation below: 

###

Customer: I don't know how to see the early exit charge
The intention is as follows:", check cancellation fee END
1548,"Please categorise the customer intent from the conversation below: 

###

Customer: there is an issue trying to change my address
The intention is as follows:", change shipping address END
1549,"Please categorise the customer intent from the conversation below: 

###

Customer: can you help me see trhe payment methods?
The intention is as follows:", check payment methods END
1550,"Please categorise the customer intent from the conversation below: 

###

Customer: can you help me shopping some of your item?
The intention is as follows:", place order END
1551,"Please categorise the customer intent from the conversation below: 

###

Customer: i want assikstance to talk with an agent
The intention is as follows:", contact human agent END
1552,"Please categorise the customer intent from the conversation below: 

###

Customer: i want assistance to solve troubles with online payments
The intention is as follows:", payment issue END
1553,"Please categorise the customer intent from the conversation below: 

###

Customer: tracking order 370795561790
The intention is as follows:", track order END
1554,"Please categorise the customer intent from the conversation below: 

###

Customer: would it be possible to locate purchase113542617735902?
The intention is as follows:", track order END
1555,"Please categorise the customer intent from the conversation below: 

###

Customer: edit info o freemium account
The intention is as follows:", edit account END
1556,"Please categorise the customer intent from the conversation below: 

###

Customer: I do notknow how to get my invoice from Ms. Hawkings
The intention is as follows:", get invoice END
1557,"Please categorise the customer intent from the conversation below: 

###

Customer: want help submitting my secondary delivery address
The intention is as follows:", set up shipping address END
1558,"Please categorise the customer intent from the conversation below: 

###

Customer: what do I have to do to report a signup error?
The intention is as follows:", registration problems END
1559,"Please categorise the customer intent from the conversation below: 

###

Customer: problems with opening a Premium account
The intention is as follows:", create account END
1560,"Please categorise the customer intent from the conversation below: 

###

Customer: open a gold account for my fiancee
The intention is as follows:", create account END
1561,"Please categorise the customer intent from the conversation below: 

###

Customer: I am waiting for a refund of 350 dollars, was it processed
The intention is as follows:", track refund END
1562,"Please categorise the customer intent from the conversation below: 

###

Customer: I need to check when will my article arrive, how do I do it?
The intention is as follows:", delivery period END
1563,"Please categorise the customer intent from the conversation below: 

###

Customer: I try to inform of a sign-up error
The intention is as follows:", registration problems END
1564,"Please categorise the customer intent from the conversation below: 

###

Customer: how to swap an fucking product of purchase 00004587345
The intention is as follows:", change order END
1565,"Please categorise the customer intent from the conversation below: 

###

Customer: what do i have to do to closd the premium account
The intention is as follows:", delete account END
1566,"Please categorise the customer intent from the conversation below: 

###

Customer: want assistance canceling my subscription to your newsletter
The intention is as follows:", newsletter subscription END
1567,"Please categorise the customer intent from the conversation below: 

###

Customer: problems with canceling purchase 370795561790
The intention is as follows:", cancel order END
1568,"Please categorise the customer intent from the conversation below: 

###

Customer: i have to see oredr 00123842 status i need help
The intention is as follows:", track order END
1569,"Please categorise the customer intent from the conversation below: 

###

Customer: I don't know what I have to do to download the bill #37777
The intention is as follows:", get invoice END
1570,"Please categorise the customer intent from the conversation below: 

###

Customer: hcanging details on Gold account
The intention is as follows:", edit account END
1571,"Please categorise the customer intent from the conversation below: 

###

Customer: i dont know what i have to do to check the termination fee
The intention is as follows:", check cancellation fee END
1572,"Please categorise the customer intent from the conversation below: 

###

Customer: I need to check how soon can I expect the product, help me
The intention is as follows:", delivery period END
1573,"Please categorise the customer intent from the conversation below: 

###

Customer: show me at what time I can call customer assistance
The intention is as follows:", contact customer service END
1574,"Please categorise the customer intent from the conversation below: 

###

Customer: I don't know what to do to cancel my Pro account
The intention is as follows:", delete account END
1575,"Please categorise the customer intent from the conversation below: 

###

Customer: how do I file a customer claim against your organization?
The intention is as follows:", complaint END
1576,"Please categorise the customer intent from the conversation below: 

###

Customer: how can I filea claim?
The intention is as follows:", complaint END
1577,"Please categorise the customer intent from the conversation below: 

###

Customer: i need assistance seeong the ETA of order 00004587345
The intention is as follows:", track order END
1578,"Please categorise the customer intent from the conversation below: 

###

Customer: how can I check the early termination penalty?
The intention is as follows:", check cancellation fee END
1579,"Please categorise the customer intent from the conversation below: 

###

Customer: i have to notify of a problem with payments
The intention is as follows:", payment issue END
1580,"Please categorise the customer intent from the conversation below: 

###

Customer: check in what cases can I request a refund
The intention is as follows:", check refund policy END
1581,"Please categorise the customer intent from the conversation below: 

###

Customer: I need help to make a claim
The intention is as follows:", complaint END
1582,"Please categorise the customer intent from the conversation below: 

###

Customer: getting invoice from Mr. Jones
The intention is as follows:", get invoice END
1583,"Please categorise the customer intent from the conversation below: 

###

Customer: I have to get the bills from Ms. Hawkings, help me
The intention is as follows:", get invoice END
1584,"Please categorise the customer intent from the conversation below: 

###

Customer: I'm waiting for a fucking rebate of $299
The intention is as follows:", track refund END
1585,"Please categorise the customer intent from the conversation below: 

###

Customer: I am waiting for a rebate of $299
The intention is as follows:", track refund END
1586,"Please categorise the customer intent from the conversation below: 

###

Customer: check invoice
The intention is as follows:", check invoice END
1587,"Please categorise the customer intent from the conversation below: 

###

Customer: reimbursing 1200 dollars
The intention is as follows:", get refund END
1588,"Please categorise the customer intent from the conversation below: 

###

Customer: switching to free account
The intention is as follows:", switch account END
1589,"Please categorise the customer intent from the conversation below: 

###

Customer: how do i check when my shipment is gonna arrive
The intention is as follows:", delivery period END
1590,"Please categorise the customer intent from the conversation below: 

###

Customer: get invoices from last purchase
The intention is as follows:", get invoice END
1591,"Please categorise the customer intent from the conversation below: 

###

Customer: I want to know about the delivery poeriod
The intention is as follows:", delivery period END
1592,"Please categorise the customer intent from the conversation below: 

###

Customer: help me to submit some feedback for your products
The intention is as follows:", review END
1593,"Please categorise the customer intent from the conversation below: 

###

Customer: checking termination penalties
The intention is as follows:", check cancellation fee END
1594,"Please categorise the customer intent from the conversation below: 

###

Customer: I try to subscribe to the newsletter
The intention is as follows:", newsletter subscription END
1595,"Please categorise the customer intent from the conversation below: 

###

Customer: buying item
The intention is as follows:", place order END
1596,"Please categorise the customer intent from the conversation below: 

###

Customer: rebating $160
The intention is as follows:", get refund END
1597,"Please categorise the customer intent from the conversation below: 

###

Customer: I need to check the shipping methods
The intention is as follows:", delivery options END
1598,"Please categorise the customer intent from the conversation below: 

###

Customer: help me to cancel my subscription to your company newsletter
The intention is as follows:", newsletter subscription END
1599,"Please categorise the customer intent from the conversation below: 

###

Customer: where could i restore the password of my account
The intention is as follows:", recover password END
1600,"Please categorise the customer intent from the conversation below: 

###

Customer: get invoice from Anna Freeman
The intention is as follows:", get invoice END
1601,"Please categorise the customer intent from the conversation below: 

###

Customer: do udeliver to Japan
The intention is as follows:", delivery options END
1602,"Please categorise the customer intent from the conversation below: 

###

Customer: I need to set another delivery address up
The intention is as follows:", set up shipping address END
1603,"Please categorise the customer intent from the conversation below: 

###

Customer: help to switch some items of purchase 00123842
The intention is as follows:", change order END
1604,"Please categorise the customer intent from the conversation below: 

###

Customer: want help to look for my invoice #37777
The intention is as follows:", check invoice END
1605,"Please categorise the customer intent from the conversation below: 

###

Customer: I want help reporting signup problems
The intention is as follows:", registration problems END
1606,"Please categorise the customer intent from the conversation below: 

###

Customer: i cannot report an issue with registrations
The intention is as follows:", registration problems END
1607,"Please categorise the customer intent from the conversation below: 

###

Customer: I'm waiting for a rebate of $160
The intention is as follows:", track refund END
1608,"Please categorise the customer intent from the conversation below: 

###

Customer: want help to find my bill frm Mr. Jones
The intention is as follows:", check invoice END
1609,"Please categorise the customer intent from the conversation below: 

###

Customer: need support with my sign-up
The intention is as follows:", registration problems END
1610,"Please categorise the customer intent from the conversation below: 

###

Customer: help me see the status of order 732201349959
The intention is as follows:", track order END
1611,"Please categorise the customer intent from the conversation below: 

###

Customer: I call to make a reclamation against your company
The intention is as follows:", complaint END
1612,"Please categorise the customer intent from the conversation below: 

###

Customer: i cant create a user can uhelp me to report sign-uup issues
The intention is as follows:", registration problems END
1613,"Please categorise the customer intent from the conversation below: 

###

Customer: assistance with canceling purchase 113542617735902
The intention is as follows:", cancel order END
1614,"Please categorise the customer intent from the conversation below: 

###

Customer: want help making a customer claim against ur organization
The intention is as follows:", complaint END
1615,"Please categorise the customer intent from the conversation below: 

###

Customer: I don't know how I can see how soon can I expect my shipment
The intention is as follows:", delivery period END
1616,"Please categorise the customer intent from the conversation below: 

###

Customer: I don't know what I have to do to get the invoice #85632
The intention is as follows:", get invoice END
1617,"Please categorise the customer intent from the conversation below: 

###

Customer: i dont know how to report an issue with sign-up
The intention is as follows:", registration problems END
1618,"Please categorise the customer intent from the conversation below: 

###

Customer: register
The intention is as follows:", create account END
1619,"Please categorise the customer intent from the conversation below: 

###

Customer: assistance contacting somebody
The intention is as follows:", contact human agent END
1620,"Please categorise the customer intent from the conversation below: 

###

Customer: I missed a product in order 370795561790
The intention is as follows:", change order END
1621,"Please categorise the customer intent from the conversation below: 

###

Customer: I'm waiting for a refund of $299
The intention is as follows:", track refund END
1622,"Please categorise the customer intent from the conversation below: 

###

Customer: help to retrieve my PIN code
The intention is as follows:", recover password END
1623,"Please categorise the customer intent from the conversation below: 

###

Customer: how do i request rebates of money
The intention is as follows:", get refund END
1624,"Please categorise the customer intent from the conversation below: 

###

Customer: is it possible to chat with an assistant?
The intention is as follows:", contact human agent END
1625,"Please categorise the customer intent from the conversation below: 

###

Customer: change data on standard account
The intention is as follows:", edit account END
1626,"Please categorise the customer intent from the conversation below: 

###

Customer: reporting issues with payment
The intention is as follows:", payment issue END
1627,"Please categorise the customer intent from the conversation below: 

###

Customer: I'm waiting for a reimbursement of 1499 dollars
The intention is as follows:", track refund END
1628,"Please categorise the customer intent from the conversation below: 

###

Customer: how do i ask for restitutions of my money
The intention is as follows:", get refund END
1629,"Please categorise the customer intent from the conversation below: 

###

Customer: need help to leave an opinion for your services
The intention is as follows:", review END
1630,"Please categorise the customer intent from the conversation below: 

###

Customer: need assistance to unsubscribe to your corporate newsletter
The intention is as follows:", newsletter subscription END
1631,"Please categorise the customer intent from the conversation below: 

###

Customer: where do I see your damn available payment modalities ?
The intention is as follows:", check payment methods END
1632,"Please categorise the customer intent from the conversation below: 

###

Customer: need to file a customer claim against ur company
The intention is as follows:", complaint END
1633,"Please categorise the customer intent from the conversation below: 

###

Customer: can you help me enter a new shipping address?
The intention is as follows:", set up shipping address END
1634,"Please categorise the customer intent from the conversation below: 

###

Customer: i expect a refund of 1200 dollars
The intention is as follows:", track refund END
1635,"Please categorise the customer intent from the conversation below: 

###

Customer: I have an issue with the sign-up
The intention is as follows:", registration problems END
1636,"Please categorise the customer intent from the conversation below: 

###

Customer: help me checking the early exit fees
The intention is as follows:", check cancellation fee END
1637,"Please categorise the customer intent from the conversation below: 

###

Customer: I have got to change to the Pro account
The intention is as follows:", switch account END
1638,"Please categorise the customer intent from the conversation below: 

###

Customer: I want to see your money back policy
The intention is as follows:", check refund policy END
1639,"Please categorise the customer intent from the conversation below: 

###

Customer: what is the  cancellation penalty
The intention is as follows:", check cancellation fee END
1640,"Please categorise the customer intent from the conversation below: 

###

Customer: could ya help me tgo check the invoice from Anna Freeman
The intention is as follows:", check invoice END
1641,"Please categorise the customer intent from the conversation below: 

###

Customer: how to restore my user profile password?
The intention is as follows:", recover password END
1642,"Please categorise the customer intent from the conversation below: 

###

Customer: I want to track my last delivery, how do I do it?
The intention is as follows:", track order END
1643,"Please categorise the customer intent from the conversation below: 

###

Customer: assistance submitting a new delivery address
The intention is as follows:", set up shipping address END
1644,"Please categorise the customer intent from the conversation below: 

###

Customer: can uhelp me give a quick look at the bill #12588
The intention is as follows:", check invoice END
1645,"Please categorise the customer intent from the conversation below: 

###

Customer: I have to see how long the shipping takes, how do I do it?
The intention is as follows:", delivery period END
1646,"Please categorise the customer intent from the conversation below: 

###

Customer: edit data on freemium account
The intention is as follows:", edit account END
1647,"Please categorise the customer intent from the conversation below: 

###

Customer: modifying details on free account
The intention is as follows:", edit account END
1648,"Please categorise the customer intent from the conversation below: 

###

Customer: I have to add an article to order 00004587345
The intention is as follows:", change order END
1649,"Please categorise the customer intent from the conversation below: 

###

Customer: I do not use myFreemium account, want assistance closing it
The intention is as follows:", delete account END
1650,"Please categorise the customer intent from the conversation below: 

###

Customer: problem with lost PIN code
The intention is as follows:", recover password END
1651,"Please categorise the customer intent from the conversation below: 

###

Customer: i need assistance solving an error with payments
The intention is as follows:", payment issue END
1652,"Please categorise the customer intent from the conversation below: 

###

Customer: have a problem with cancelling purchase 732201349959
The intention is as follows:", cancel order END
1653,"Please categorise the customer intent from the conversation below: 

###

Customer: checking order 732201349959 status
The intention is as follows:", track order END
1654,"Please categorise the customer intent from the conversation below: 

###

Customer: how can i inform of problems with online payment
The intention is as follows:", payment issue END
1655,"Please categorise the customer intent from the conversation below: 

###

Customer: checking invoices from last month
The intention is as follows:", check invoice END
1656,"Please categorise the customer intent from the conversation below: 

###

Customer: how could i enter my secondary shipping address
The intention is as follows:", set up shipping address END
1657,"Please categorise the customer intent from the conversation below: 

###

Customer: how could i purchase several of ur product
The intention is as follows:", place order END
1658,"Please categorise the customer intent from the conversation below: 

###

Customer: i cannot open an account where to report a signup problem
The intention is as follows:", registration problems END
1659,"Please categorise the customer intent from the conversation below: 

###

Customer: create new free account
The intention is as follows:", create account END
1660,"Please categorise the customer intent from the conversation below: 

###

Customer: check invoice #85632
The intention is as follows:", check invoice END
1661,"Please categorise the customer intent from the conversation below: 

###

Customer: I am trying to get in touch with customer service
The intention is as follows:", contact customer service END
1662,"Please categorise the customer intent from the conversation below: 

###

Customer: I need to see what shipment methods are available, help me
The intention is as follows:", delivery options END
1663,"Please categorise the customer intent from the conversation below: 

###

Customer: where to report an registration problem
The intention is as follows:", registration problems END
1664,"Please categorise the customer intent from the conversation below: 

###

Customer: i have a question about canceling order 00004587345
The intention is as follows:", cancel order END
1665,"Please categorise the customer intent from the conversation below: 

###

Customer: updating Freemium acount
The intention is as follows:", edit account END
1666,"Please categorise the customer intent from the conversation below: 

###

Customer: i do not know how i could cancel order 00123842
The intention is as follows:", cancel order END
1667,"Please categorise the customer intent from the conversation below: 

###

Customer: i want help reporting problems with a registration
The intention is as follows:", registration problems END
1668,"Please categorise the customer intent from the conversation below: 

###

Customer: i have to ccheck in which cases can i request refunds
The intention is as follows:", check refund policy END
1669,"Please categorise the customer intent from the conversation below: 

###

Customer: wanna edit purchase 370795561790
The intention is as follows:", change order END
1670,"Please categorise the customer intent from the conversation below: 

###

Customer: I want assisrance to check how soon can I expect my package
The intention is as follows:", delivery period END
1671,"Please categorise the customer intent from the conversation below: 

###

Customer: how to notify of signup issues
The intention is as follows:", registration problems END
1672,"Please categorise the customer intent from the conversation below: 

###

Customer: I have submitted a wrong delivery address
The intention is as follows:", change shipping address END
1673,"Please categorise the customer intent from the conversation below: 

###

Customer: rebate $1499
The intention is as follows:", get refund END
1674,"Please categorise the customer intent from the conversation below: 

###

Customer: I don't know how I acn look for my invoice #85632
The intention is as follows:", check invoice END
1675,"Please categorise the customer intent from the conversation below: 

###

Customer: assistance to cancel order 00123842
The intention is as follows:", cancel order END
1676,"Please categorise the customer intent from the conversation below: 

###

Customer: I don't know how I can see the ETA of order 00123842
The intention is as follows:", track order END
1677,"Please categorise the customer intent from the conversation below: 

###

Customer: modify data on freemium account
The intention is as follows:", edit account END
1678,"Please categorise the customer intent from the conversation below: 

###

Customer: I try to change something of purchase 370795561790
The intention is as follows:", change order END
1679,"Please categorise the customer intent from the conversation below: 

###

Customer: I cannot open a user, how could I report sign-up errors?
The intention is as follows:", registration problems END
1680,"Please categorise the customer intent from the conversation below: 

###

Customer: company newsletter subscription
The intention is as follows:", newsletter subscription END
1681,"Please categorise the customer intent from the conversation below: 

###

Customer: i dont know what to do to see ur money back guarantee
The intention is as follows:", check refund policy END
1682,"Please categorise the customer intent from the conversation below: 

###

Customer: can you help me chat with a live agent?
The intention is as follows:", contact human agent END
1683,"Please categorise the customer intent from the conversation below: 

###

Customer: I missed some items in purchase 00123842, can I add them?
The intention is as follows:", change order END
1684,"Please categorise the customer intent from the conversation below: 

###

Customer: get refund of money
The intention is as follows:", get refund END
1685,"Please categorise the customer intent from the conversation below: 

###

Customer: you are not helpful, I want help to speak to an operator
The intention is as follows:", contact human agent END
1686,"Please categorise the customer intent from the conversation below: 

###

Customer: I don't know what to do to retrieve the PIN of my profile
The intention is as follows:", recover password END
1687,"Please categorise the customer intent from the conversation below: 

###

Customer: I want help to delete my Pro account
The intention is as follows:", delete account END
1688,"Please categorise the customer intent from the conversation below: 

###

Customer: I want assistance chdcking invoice #00108
The intention is as follows:", check invoice END
1689,"Please categorise the customer intent from the conversation below: 

###

Customer: I want help to get my invoices from Ms. Hawkings
The intention is as follows:", get invoice END
1690,"Please categorise the customer intent from the conversation below: 

###

Customer: could I see at what time I can call customer assistance?
The intention is as follows:", contact customer service END
1691,"Please categorise the customer intent from the conversation below: 

###

Customer: is it posible to place an order from Detroit
The intention is as follows:", delivery options END
1692,"Please categorise the customer intent from the conversation below: 

###

Customer: help me to updste my shipping address
The intention is as follows:", change shipping address END
1693,"Please categorise the customer intent from the conversation below: 

###

Customer: subscribe to ut company newsletter
The intention is as follows:", newsletter subscription END
1694,"Please categorise the customer intent from the conversation below: 

###

Customer: help me speaking to customer service
The intention is as follows:", contact customer service END
1695,"Please categorise the customer intent from the conversation below: 

###

Customer: modifying details on Gold account
The intention is as follows:", edit account END
1696,"Please categorise the customer intent from the conversation below: 

###

Customer: can you help me to notify of an error with sign-up?
The intention is as follows:", registration problems END
1697,"Please categorise the customer intent from the conversation below: 

###

Customer: how to check the ETA of the purchase 00123842?
The intention is as follows:", track order END
